time,open,high,low,close,volume,cci,macd,macdsignal,macdhist,rsi
2020-12-24,14.62,14.62,10.71,10.78,511100,,,,,
2020-12-25,10.98,11.12,10.92,10.92,104688,,,,,
2020-12-28,10.98,12.2,10.92,11.93,339170,,,,,
2020-12-29,11.93,12.33,11.73,11.73,240024,,,,,
2020-12-30,11.93,12.06,11.52,11.93,117980,,,,,
2020-12-31,12.13,12.6,11.73,11.99,107911,,,,,
2021-01-04,11.99,12.06,11.79,11.99,122150,,,,,
2021-01-05,11.73,11.73,11.39,11.52,61390,,,,,
2021-01-06,11.52,11.52,11.05,11.12,120139,,,,,
2021-01-07,11.12,11.39,10.98,11.32,124791,,,,,
2021-01-08,11.25,11.25,11.12,11.19,86385,,,,,
2021-01-11,11.19,11.25,11.12,11.12,68941,,,,,
2021-01-12,11.12,11.12,10.78,11.05,50216,,,,,
2021-01-13,10.98,11.12,10.78,10.98,52050,-92.10307564422305,,,,
2021-01-14,10.78,10.98,10.65,10.98,29677,-95.00998003992028,,,,53.311258278145715
2021-01-15,10.92,10.98,10.78,10.98,112317,-85.35054688900864,,,,53.311258278145715
2021-01-18,10.92,10.92,10.71,10.92,71180,-85.59024680344896,,,,52.110545064542094
2021-01-19,10.78,10.92,10.31,10.78,95763,-110.90281845993609,,,,49.319295368921836
2021-01-20,10.78,10.78,10.31,10.44,30969,-129.3218720152822,,,,43.25910621523544
2021-01-21,10.65,10.78,10.51,10.65,16045,-94.19979369991286,,,,47.54627619397773
2021-01-22,10.78,10.78,10.51,10.51,34547,-102.05761316872433,,,,45.09979157623753
2021-01-25,10.38,10.51,10.31,10.44,20493,-136.63082437276,,,,43.883924421127624
2021-01-26,10.38,10.44,9.97,9.97,29963,-173.59307359307368,,,,36.72486039089608
2021-01-27,10.11,10.18,9.43,9.77,30950,-201.70940170940193,,,,34.17029875712506
2021-01-28,9.43,9.77,8.36,8.36,201992,-268.87467271304,,,,22.361050819004642
2021-01-29,7.14,9.1,7.14,8.09,395943,-234.83558853484647,,,,20.8734160205718
2021-02-01,8.22,8.49,7.41,8.49,41826,-165.968226706741,,,,28.46612544230634
2021-02-02,8.49,9.3,8.09,9.3,79320,-82.10731913321206,,,,40.84486729890928
2021-02-03,9.1,9.91,9.1,9.43,61742,-29.734680134680275,,,,42.562780366355
