,0
0,-7.058823529411754
1,-7.549857549857546
2,-17.874396135265712
3,2.5641025641025665
4,3.4090909090909034
5,0.0
6,2.7777777777777803
7,-2.702702702702705
8,3.6036036036036183
9,4.589041095890411
10,5.403348554033479
11,5.464480874316953
12,1.6618911174785052
13,-2.430751837196154
14,-4.832935560859202
15,-5.14488468361916
16,9.016127286502883
17,2.010582010582014
18,-16.07670630283866
19,-0.48780487804877976
20,-0.4357298474945551
21,4.60526315789473
22,7.212475633528268
23,3.1979256698357754
24,-2.3847376788553314
25,6.433823529411757
26,-2.9382634532849026
27,13.408393039918122
28,1.8903591682419592
29,-2.6655896607431204
30,-1.0647737355811822
31,4.451898155206611
32,-2.4531024531024572
33,5.310396409872856
34,8.019191226867719
35,8.021978021978027
36,2.870588235294115
37,-4.573378839590443
38,8.189836203275947
39,2.9443254817987192
40,2.7788649706457957
41,5.593922651933693
42,-2.3338048090523342
43,9.007741027445457
44,-0.20202020202019375
45,-1.9996040388042071
46,-7.743362831858406
47,4.374187960155934
48,-2.6128396143733164
49,3.8043478260869477
50,1.1126564673157147
51,3.3749999999999947
52,-2.2988505747126355
53,2.2727272727272645
54,2.2727272727272645
55,-1.098901098901095
56,9.302325581395358
57,1.250000000000003
58,-0.6451612903225784
59,-1.2499999999999956
60,1.6949152542372952
61,-0.41493775933610544
62,-0.4310344827586115
63,-1.5197568389057965
64,1.4989293361884428
65,3.896103896103894
66,-3.4055727554179533
67,1.3698630136986374
68,-11.318451342867112
69,19.72789115646258
70,15.900131406044677
71,13.821138211382108
72,8.660461351679483
73,6.919431279620839
74,-0.4940711462450488
75,-2.451838879159364
76,7.832952420527744
77,16.9432918395574
78,5.381526104417665
79,-8.465301384628125
80,9.83944456498155
81,-31.884845192829975
82,-6.655433866891329
83,34.7794117647059
84,15.678776290630964
85,-2.890173410404645
86,20.201557489693084
87,0.0
88,6.310013717421125
89,2.512077294685988
90,-1.781170483460549
91,21.299254526091584
92,4.46542736303727
93,2.3809523809523725
94,1.492537313432836
95,1.041666666666663
96,1.6355140186915955
97,-1.1627906976744145
98,-4.516129032258082
99,2.739726027397263
100,34.13120567375884
101,-3.937007874015748
102,1.276595744680854
103,13.793103448275861
104,-4.890829694323127
105,9.84455958549222
106,1.9801980198019908
107,-5.365853658536593
108,-1.538461538461542
109,-3.6747458952306293
110,1.1627906976744145
111,-1.8181818181818297
112,0.0
113,9.248554913294786
114,0.0
115,0.0
116,3.7716352363730326
117,0.0
118,-3.346346904629121
119,25.60258113494021
120,-19.980960440025385
121,-1.6041621504444006
122,6.333527019174897
123,7.163771227796216
124,0.0
125,9.12343470483005
126,13.29199245079537
127,9.065464157984758
128,-8.258415220572854
129,18.02973977695167
130,0.7619047619047682
131,0.0
132,13.779353123615415
133,18.714987995884307
134,11.095066185318892
135,2.7287066246056617
136,-13.525665043087308
137,5.738207065550342
138,-14.994527544691715
139,8.96938335489436
140,0.0
141,-14.9980213692125
142,-5.050933786078104
143,-0.6190672719768969
144,5.233069481090595
145,1.8633540372670794
146,5.303030303030293
147,18.956916099773228
148,-13.889901567626682
149,-6.881903143585376
150,15.249399038461547
151,0.0
152,8.05231439928194
153,9.976152623211453
154,6.907894736842104
155,-0.15873015873015536
156,-0.2847988608045507
157,0.6533278889342595
158,13.630831643002047
159,-1.6344725111441225
160,-14.69510163278907
161,0.3309324508467872
162,0.0
163,6.701208981001731
164,11.491971856395436
165,7.806052269601111
166,14.983818770226545
167,8.97985426489498
168,4.893295968958819
169,-11.964873765093303
170,0.9983995122323011
171,5.147286821705416
172,-1.7994858611825084
173,-6.497208694619329
174,-6.8040562643114
175,1.5384615384615479
176,-5.004468275245744
177,5.2899287894201255
178,1.4569125852448819
179,11.508537413189922
180,-12.133802066687947
181,5.34351145038167
182,3.094462540716594
183,11.81457237901063
184,0.7961232260297696
185,1.969234849489457
186,-4.752714113389623
187,0.805008944543827
188,9.554140127388537
189,-0.5927180355630844
190,-12.687442952145005
191,-2.9463552060101006
192,21.184258918720104
193,-0.33670033670034444
194,3.859649122806997
195,2.688172043010748
196,9.602888086642599
197,4.49591280653951
198,-12.202166064981945
199,1.377410468319546
200,4.464285714285714
201,1.289960740325297
202,-0.9678534393363329
203,-0.3224073078989722
204,-1.853035143769974
205,-4.644412191581995
206,1.0156249999999922
207,-2.911038658593386
208,13.46633416458853
209,-3.4441805225653104
210,6.84124386252047
211,-1.1631771352608888
212,5.910006715916715
213,-3.7328332022505823
214,2.923538230884562
215,0.02909514111143549
216,11.634349030470931
217,0.6499209555594544
218,8.377896613190725
219,3.0257186081694294
220,2.6718260549106376
221,4.038179148311312
222,-3.5809289952936476
223,-4.752851711026649
224,1.4749262536872987
225,-3.1189083820662797
226,-3.809523809523813
227,2.207911683532661
228,2.235772357723584
229,7.8774617067833566
230,-1.1505273250239618
231,1.6488845780795336
232,-1.6098484848484842
233,-1.2416427889207333
234,12.584153288451557
235,4.498416050686369
236,0.0
237,2.258201959948876
238,3.532804614275403
239,-1.8072289156626546
240,2.507836990595625
241,7.871720116618062
242,3.799283154121872
243,8.935361216730058
244,-2.072538860103632
245,1.718213058419244
246,6.194690265486719
247,-10.048159333931968
248,11.617647058823529
249,-0.3378378378378506
250,-3.5947712418300664
251,-0.21344717182496878
252,3.4482758620689618
253,-2.1367521367521367
254,2.9082774049216935
255,-4.236006051437201
256,-10.129109543458023
257,2.539981185324549
258,6.5121412803532195
259,2.4752475247524752
260,4.918032786885232
261,11.686143572621047
262,6.306306306306299
263,-4.68726786510175
264,-0.21164021164020713
265,-5.13922214162158
266,4.3269230769230695
267,5.945668887749854
268,0.0
269,0.6116207951070342
270,2.4577572964669763
271,0.0
272,-5.029585798816566
273,0.0
274,-0.7204610951008747
275,9.003601440576231
276,2.235294117647053
277,0.3476245654692857
278,3.687150837988828
279,-1.5300546448087493
280,2.8017241379310325
281,-4.837013669821231
282,-5.825951016154251
283,5.2268244575936755
284,-3.999999999999994
285,-3.616721465476748
286,6.8376068376068435
287,0.3158090284228157
288,-4.355555555555558
289,11.352418558736412
290,6.818181818181821
291,3.803339517625222
292,-3.4199465036301224
293,-2.728127939793047
294,-2.314130969965529
295,2.2492970946579214
296,2.4413145539906083
297,-1.5885315769081758
298,-3.3633349123638125
299,-2.2284122562674114
300,-4.434728294815735
301,0.7442977190876405
302,-4.127299850820479
303,8.870755461963688
304,-3.550295857988172
305,0.6413418845584382
306,-3.740157480314968
307,0.0
308,-1.3295346628679847
309,-1.8112081823993211
310,1.2387868432293856
311,1.7685915192840518
312,37.88135593220338
313,13.431798436142477
314,-2.3409789548356463
315,-6.639373442506224
316,4.884792626728104
317,2.4496937882764755
318,2.507979936160514
319,2.8730540437919196
320,-1.5126832673958543
321,6.713713522792272
322,-2.368421052631575
323,-0.9345794392523278
324,0.9389671361502314
325,-0.4629629629629695
326,4.347826086956525
327,-0.9345794392523332
328,0.38058991436726114
329,-3.868277250503304
330,-2.083333333333326
331,-0.7276507276507306
332,-1.6253207869974295
333,-4.73684210526315
334,1.634997790543515
335,-5.317626334911386
336,-2.774566473988435
337,2.4092178770949766
338,-1.2345679012345636
339,0.8237232289950577
340,-3.4013605442176873
341,3.6931818181818152
342,-1.9010303294151827
343,6.569343065693433
344,1.3194444444444409
345,0.0
346,-17.27935704717963
347,-2.558542931483087
348,3.4899328859060494
349,8.165137614678903
350,0.9162303664921504
351,10.052910052910057
352,1.1904761904762042
353,-5.327617881200258
354,-1.9026548672566514
355,-1.6812373907195814
356,3.275109170305673
357,-21.813389562467087
358,-3.25814536340853
359,-4.303797468354439
360,-2.184466019417472
361,-1.5625000000000013
362,22.316200390370852
363,3.639728562615668
364,-0.4520795660036124
365,18.58873091100578
366,-1.7605633802816902
367,4.007455731593669
368,30.345394736842106
369,-3.4493874919406844
370,-3.3293082628946
371,-4.5528455284552685
372,-2.3719165085388996
373,11.519198664440731
374,-38.932920935627294
375,3.7587006960556955
376,-30.763178599527922
377,54.4943820224719
378,20.45454545454544
379,10.00000000000003
380,1.1235955056179936
381,21.73913043478261
382,2.234636871508372
383,5.263157894736839
384,-13.011152416356866
385,10.000000000000009
386,-6.338028169014087
387,5.405405405405397
388,1.140684410646377
389,64.02877697841724
390,9.374999999999995
391,2.958579881656805
392,17.543859649122805
393,1.4705882352941255
394,3.5087719298245643
395,3.030303030303033
396,8.66666666666666
397,-1.0830324909747062
398,8.466257668711673
399,3.5418236623963737
400,75.44072948328264
401,0.0
402,-1.980198019801982
403,-6.021384355655601
404,-4.383561643835608
405,-6.887755102040816
406,-13.402061855670107
407,27.44282744282745
408,6.333072713057083
409,2.0157756354075302
410,13.736263736263737
411,-30.83629318695511
412,-1.7932701994761244
413,20.65669160432254
414,-16.794282797345577
415,23.066379479146274
416,1.7478152309613058
417,-11.062335381913957
418,-14.386584289496918
419,18.852459016393443
420,-0.5104871823327132
421,48.517757557968885
422,-5.380290488833371
423,-3.9855072463768093
424,1.9222172552525694
425,4.752941176470599
426,2.0397208803006044
427,13.111986494091175
428,-7.7358490566037625
429,6.625954198473288
430,1.3172966781214228
431,0.29568302779422145
432,-0.2501563477173291
433,-0.7504690431519762
434,-3.0161534578495717
435,-2.81150159744409
436,2.2493573264781466
437,0.7751937984496073
438,-1.0137900635980008
439,-1.8651362984218187
440,0.3040668947168447
441,-0.2747252747252689
442,-3.0461684911946554
443,55.50458715596331
444,-3.5928143712574654
445,6.089982600049722
446,-2.8336380255941385
447,17.061143984220898
448,-4.50506625097428
449,0.0
450,-0.7836990595611174
451,-2.5574197752076886
452,-2.316213494461233
453,-1.9706922688226407
454,1.7793594306049711
455,11.133521581282766
456,1.4529481331305834
457,8.68338796981018
458,3.030303030303033
459,-0.6470165348670012
460,-0.22896393817973182
461,6.685236768802234
462,-23.54211663066954
463,-9.575185434929198
464,9.530791788856297
465,0.3034901365705781
466,14.624505928853761
467,0.7757665312153708
468,4.651162790697679
469,1.0161386730424276
470,-0.25773195876289634
471,8.053691275167779
472,1.0443864229765023
473,4.408352668213436
474,-1.0658307210031344
475,1.9875776397515543
476,0.0
477,0.0
478,-3.649635036496347
479,-0.9740259740259725
