symbol,start,end,profit
VCM,2022-01-01,2022-10-01,-1.1099999999999994
VCI,2022-01-01,2022-10-01,-8.21
VCG,2022-01-01,2022-10-01,-9.98
VCF,2022-01-01,2022-10-01,-5.0
VCE,2022-01-01,2022-10-01,0
VCC,2022-01-01,2022-10-01,-5.940000000000001
VCB,2022-01-01,2022-10-01,-1.9399999999999977
VCA,2022-01-01,2022-10-01,-0.020000000000003126
VC9,2022-01-01,2022-10-01,11.600000000000001
VC7,2022-01-01,2022-10-01,-7.109999999999998
VC6,2022-01-01,2022-10-01,-0.9200000000000008
VC5,2022-01-01,2022-10-01,-1.7000000000000002
VC3,2022-01-01,2022-10-01,-3.0000000000000036
VC2,2022-01-01,2022-10-01,-31.84
VC1,2022-01-01,2022-10-01,-5.699999999999999
VBH,2022-01-01,2022-10-01,-2.5999999999999996
VBG,2022-01-01,2022-10-01,0
VBC,2022-01-01,2022-10-01,-1.5200000000000031
VBB,2022-01-01,2022-10-01,-1.4300000000000006
VAV,2022-01-01,2022-10-01,-5.899999999999995
VAT,2022-01-01,2022-10-01,-0.4999999999999998
VAF,2022-01-01,2022-10-01,0.3399999999999963
VAB,2022-01-01,2022-10-01,-1.8999999999999986
V21,2022-01-01,2022-10-01,-5.699999999999998
V15,2022-01-01,2022-10-01,-0.9000000000000001
V12,2022-01-01,2022-10-01,-5.120000000000001
V11,2022-01-01,2022-10-01,-1.5
UXC,2022-01-01,2022-10-01,
USD,2022-01-01,2022-10-01,0.5100000000000016
USC,2022-01-01,2022-10-01,4.989999999999999
UPH,2022-01-01,2022-10-01,6.2
UPC,2022-01-01,2022-10-01,5.119999999999999
UNI,2022-01-01,2022-10-01,2.0
UMC,2022-01-01,2022-10-01,1.8200000000000003
UIC,2022-01-01,2022-10-01,7.219999999999999
UEM,2022-01-01,2022-10-01,0
UDL,2022-01-01,2022-10-01,2.1400000000000006
UDJ,2022-01-01,2022-10-01,-0.15000000000000036
UDC,2022-01-01,2022-10-01,1.209999999999999
UCT,2022-01-01,2022-10-01,-1.4000000000000004
TYA,2022-01-01,2022-10-01,-3.540000000000001
TXM,2022-01-01,2022-10-01,-1.7000000000000002
TW3,2022-01-01,2022-10-01,-1.879999999999999
TVW,2022-01-01,2022-10-01,-2.2699999999999996
TVT,2022-01-01,2022-10-01,0.07000000000000028
TVS,2022-01-01,2022-10-01,0.32000000000000384
TVP,2022-01-01,2022-10-01,1.950000000000001
TVN,2022-01-01,2022-10-01,-4.840000000000002
TVM,2022-01-01,2022-10-01,4.08
TVH,2022-01-01,2022-10-01,0.009999999999999787
TVG,2022-01-01,2022-10-01,3.0999999999999996
TVD,2022-01-01,2022-10-01,-0.08999999999999808
TVC,2022-01-01,2022-10-01,-10.700000000000001
TVB,2022-01-01,2022-10-01,-6.099999999999994
TVA,2022-01-01,2022-10-01,3.4000000000000004
TV6,2022-01-01,2022-10-01,-0.40000000000000036
TV4,2022-01-01,2022-10-01,1.67
TV3,2022-01-01,2022-10-01,-1.5899999999999999
TV2,2022-01-01,2022-10-01,-7.320000000000004
TV1,2022-01-01,2022-10-01,
TUG,2022-01-01,2022-10-01,6.119999999999999
TTZ,2022-01-01,2022-10-01,-2.899999999999999
TTT,2022-01-01,2022-10-01,-5.130000000000003
TTS,2022-01-01,2022-10-01,-1.0
TTP,2022-01-01,2022-10-01,3.789999999999999
TTN,2022-01-01,2022-10-01,-7.179999999999998
TTL,2022-01-01,2022-10-01,8.099999999999998
TTH,2022-01-01,2022-10-01,-3.7
TTG,2022-01-01,2022-10-01,3.999999999999999
TTF,2022-01-01,2022-10-01,-4.420000000000002
TTE,2022-01-01,2022-10-01,-3.1999999999999975
TTD,2022-01-01,2022-10-01,2.5600000000000023
TTC,2022-01-01,2022-10-01,-2.92
TTB,2022-01-01,2022-10-01,-5.8500000000000005
TTA,2022-01-01,2022-10-01,-3.2300000000000004
TT6,2022-01-01,2022-10-01,
TST,2022-01-01,2022-10-01,-0.9999999999999982
TSJ,2022-01-01,2022-10-01,4.719999999999995
TSG,2022-01-01,2022-10-01,2.75
TSD,2022-01-01,2022-10-01,-2.0999999999999996
TSC,2022-01-01,2022-10-01,2.0699999999999985
TSB,2022-01-01,2022-10-01,2.7300000000000004
TSA,2022-01-01,2022-10-01,
TS5,2022-01-01,2022-10-01,
TS4,2022-01-01,2022-10-01,-0.2999999999999998
TS3,2022-01-01,2022-10-01,-2.700000000000001
TRT,2022-01-01,2022-10-01,0
TRS,2022-01-01,2022-10-01,-2.280000000000001
TRC,2022-01-01,2022-10-01,-3.6100000000000065
TRA,2022-01-01,2022-10-01,5.269999999999996
TR1,2022-01-01,2022-10-01,3.0500000000000007
TQW,2022-01-01,2022-10-01,0
TQN,2022-01-01,2022-10-01,0
TPS,2022-01-01,2022-10-01,0
TPP,2022-01-01,2022-10-01,4.350000000000001
TPH,2022-01-01,2022-10-01,2.110000000000002
TPC,2022-01-01,2022-10-01,-0.46000000000000085
TPB,2022-01-01,2022-10-01,-1.4499999999999975
TOW,2022-01-01,2022-10-01,0
TOT,2022-01-01,2022-10-01,0.41999999999999993
TOS,2022-01-01,2022-10-01,-6.150000000000006
TOP,2022-01-01,2022-10-01,-1.0
TNW,2022-01-01,2022-10-01,-2.0
TNV,2022-01-01,2022-10-01,
TNT,2022-01-01,2022-10-01,-7.230000000000004
TNS,2022-01-01,2022-10-01,-5.7
TNP,2022-01-01,2022-10-01,3.9800000000000004
TNM,2022-01-01,2022-10-01,-4.440892098500626e-16
TNI,2022-01-01,2022-10-01,-0.3699999999999992
TNH,2022-01-01,2022-10-01,-2.0000000000000036
TNG,2022-01-01,2022-10-01,5.309999999999999
TNC,2022-01-01,2022-10-01,9.490000000000002
TNB,2022-01-01,2022-10-01,10.870000000000005
TNA,2022-01-01,2022-10-01,-5.010000000000002
TN1,2022-01-01,2022-10-01,-0.980000000000004
TMX,2022-01-01,2022-10-01,-0.08000000000000007
TMW,2022-01-01,2022-10-01,0
TMT,2022-01-01,2022-10-01,6.59
TMS,2022-01-01,2022-10-01,3.1500000000000057
TMP,2022-01-01,2022-10-01,0.8900000000000077
TMG,2022-01-01,2022-10-01,14.559999999999995
TMC,2022-01-01,2022-10-01,0.8399999999999981
TMB,2022-01-01,2022-10-01,-0.05999999999999872
TLT,2022-01-01,2022-10-01,9.18
TLP,2022-01-01,2022-10-01,1.7763568394002505e-15
TLI,2022-01-01,2022-10-01,5.7
TLH,2022-01-01,2022-10-01,-6.510000000000001
TLG,2022-01-01,2022-10-01,3.950000000000003
TLD,2022-01-01,2022-10-01,-4.079999999999999
TL4,2022-01-01,2022-10-01,-8.699999999999998
TKU,2022-01-01,2022-10-01,-2.0299999999999976
TKG,2022-01-01,2022-10-01,2.2100000000000044
TKC,2022-01-01,2022-10-01,-2.869999999999999
TKA,2022-01-01,2022-10-01,0
TJC,2022-01-01,2022-10-01,0.20000000000000107
TIX,2022-01-01,2022-10-01,1.6699999999999982
TIS,2022-01-01,2022-10-01,-2.9000000000000004
TIP,2022-01-01,2022-10-01,1.169999999999991
TIN,2022-01-01,2022-10-01,-5.300000000000001
TIG,2022-01-01,2022-10-01,1.209999999999999
TIE,2022-01-01,2022-10-01,-0.8000000000000003
TID,2022-01-01,2022-10-01,2.479999999999997
THW,2022-01-01,2022-10-01,5.349999999999999
THU,2022-01-01,2022-10-01,0
THT,2022-01-01,2022-10-01,1.3899999999999988
THS,2022-01-01,2022-10-01,40.94
THP,2022-01-01,2022-10-01,-2.309999999999997
THN,2022-01-01,2022-10-01,0
THM,2022-01-01,2022-10-01,
THI,2022-01-01,2022-10-01,1.0999999999999943
THG,2022-01-01,2022-10-01,-0.24000000000001265
THD,2022-01-01,2022-10-01,-100.64000000000003
THB,2022-01-01,2022-10-01,-1.7599999999999998
TH1,2022-01-01,2022-10-01,-3.8000000000000007
TGP,2022-01-01,2022-10-01,3.2799999999999994
TGG,2022-01-01,2022-10-01,-16.349999999999998
TFC,2022-01-01,2022-10-01,0.1899999999999995
TET,2022-01-01,2022-10-01,0
TEL,2022-01-01,2022-10-01,1.0
TEG,2022-01-01,2022-10-01,-2.7600000000000025
TED,2022-01-01,2022-10-01,2.0799999999999983
TEC,2022-01-01,2022-10-01,0
TDW,2022-01-01,2022-10-01,0.03999999999999915
TDT,2022-01-01,2022-10-01,-2.3999999999999986
TDS,2022-01-01,2022-10-01,-2.540000000000001
TDP,2022-01-01,2022-10-01,-0.8999999999999986
TDN,2022-01-01,2022-10-01,-1.1600000000000001
TDM,2022-01-01,2022-10-01,0.6699999999999946
TDI,2022-01-01,2022-10-01,
TDH,2022-01-01,2022-10-01,-4.74
TDG,2022-01-01,2022-10-01,-2.929999999999999
TDF,2022-01-01,2022-10-01,-6.790000000000003
TDC,2022-01-01,2022-10-01,-3.4599999999999973
TDB,2022-01-01,2022-10-01,10.539999999999996
TCW,2022-01-01,2022-10-01,-0.05999999999999872
TCT,2022-01-01,2022-10-01,-2.819999999999993
TCR,2022-01-01,2022-10-01,-2.7299999999999995
TCO,2022-01-01,2022-10-01,-5.620000000000001
TCM,2022-01-01,2022-10-01,-3.549999999999997
TCL,2022-01-01,2022-10-01,-1.0800000000000018
TCK,2022-01-01,2022-10-01,0
TCJ,2022-01-01,2022-10-01,0
TCI,2022-01-01,2022-10-01,-4.110000000000003
TCH,2022-01-01,2022-10-01,-6.600000000000001
TCD,2022-01-01,2022-10-01,-9.870000000000001
TCB,2022-01-01,2022-10-01,-5.299999999999997
TC6,2022-01-01,2022-10-01,-2.09
TBX,2022-01-01,2022-10-01,0
TBW,2022-01-01,2022-10-01,
TBT,2022-01-01,2022-10-01,0.7999999999999998
TBR,2022-01-01,2022-10-01,0.08999999999999986
TBH,2022-01-01,2022-10-01,6.900000000000006
TBD,2022-01-01,2022-10-01,10.620000000000005
TBC,2022-01-01,2022-10-01,-0.4399999999999942
TB8,2022-01-01,2022-10-01,0
TAW,2022-01-01,2022-10-01,4.450000000000001
TAR,2022-01-01,2022-10-01,-0.6400000000000006
TAP,2022-01-01,2022-10-01,0
TAN,2022-01-01,2022-10-01,0
TAL,2022-01-01,2022-10-01,
TAG,2022-01-01,2022-10-01,0
TAC,2022-01-01,2022-10-01,
TAB,2022-01-01,2022-10-01,
TA9,2022-01-01,2022-10-01,0.3100000000000005
TA6,2022-01-01,2022-10-01,-0.09999999999999964
TA3,2022-01-01,2022-10-01,2.0700000000000003
T12,2022-01-01,2022-10-01,
SZL,2022-01-01,2022-10-01,-6.229999999999993
SZG,2022-01-01,2022-10-01,0.41999999999999105
SZE,2022-01-01,2022-10-01,1.0899999999999999
SZC,2022-01-01,2022-10-01,-3.79999999999999
SZB,2022-01-01,2022-10-01,1.5799999999999947
SWC,2022-01-01,2022-10-01,-5.9999999999999964
SVT,2022-01-01,2022-10-01,-1.7799999999999994
SVN,2022-01-01,2022-10-01,0.09999999999999964
SVL,2022-01-01,2022-10-01,
SVI,2022-01-01,2022-10-01,-3.8400000000000034
SVH,2022-01-01,2022-10-01,0
SVG,2022-01-01,2022-10-01,-7.5
SVD,2022-01-01,2022-10-01,-5.63
SVC,2022-01-01,2022-10-01,-1.5800000000000054
STW,2022-01-01,2022-10-01,0
STT,2022-01-01,2022-10-01,-4.8
STS,2022-01-01,2022-10-01,0
STP,2022-01-01,2022-10-01,-0.9199999999999999
STL,2022-01-01,2022-10-01,-1.5
STK,2022-01-01,2022-10-01,-2.710000000000001
STH,2022-01-01,2022-10-01,-1.0000000000000018
STG,2022-01-01,2022-10-01,-4.599999999999994
STC,2022-01-01,2022-10-01,0.7000000000000028
STB,2022-01-01,2022-10-01,-10.650000000000006
ST8,2022-01-01,2022-10-01,1.4000000000000004
SSU,2022-01-01,2022-10-01,0.10000000000000009
SSN,2022-01-01,2022-10-01,-2.2
SSM,2022-01-01,2022-10-01,-0.4999999999999991
SSI,2022-01-01,2022-10-01,-3.6500000000000004
SSH,2022-01-01,2022-10-01,-20.30000000000001
SSG,2022-01-01,2022-10-01,-0.30000000000000027
SSF,2022-01-01,2022-10-01,2.500000000000001
SSC,2022-01-01,2022-10-01,7.039999999999996
SSB,2022-01-01,2022-10-01,1.8200000000000003
SRT,2022-01-01,2022-10-01,-1.0999999999999996
SRF,2022-01-01,2022-10-01,-6.099999999999998
SRC,2022-01-01,2022-10-01,-1.7200000000000006
SRB,2022-01-01,2022-10-01,-2.9
SRA,2022-01-01,2022-10-01,0.6000000000000005
SQC,2022-01-01,2022-10-01,-8.799999999999995
SPV,2022-01-01,2022-10-01,0.7099999999999991
SPP,2022-01-01,2022-10-01,-0.19999999999999996
SPM,2022-01-01,2022-10-01,-0.13000000000000256
SPI,2022-01-01,2022-10-01,-5.200000000000001
SPH,2022-01-01,2022-10-01,5.5
SPD,2022-01-01,2022-10-01,1.299999999999999
SPC,2022-01-01,2022-10-01,-1.8299999999999983
SPB,2022-01-01,2022-10-01,-1.5399999999999991
SPA,2022-01-01,2022-10-01,-2.1999999999999993
SP2,2022-01-01,2022-10-01,4.999999999999998
SON,2022-01-01,2022-10-01,
SNZ,2022-01-01,2022-10-01,-15.360000000000007
SNC,2022-01-01,2022-10-01,1.5500000000000007
SMT,2022-01-01,2022-10-01,3.0
SMN,2022-01-01,2022-10-01,0.15000000000000036
SMC,2022-01-01,2022-10-01,-7.399999999999999
SMB,2022-01-01,2022-10-01,2.3200000000000003
SMA,2022-01-01,2022-10-01,-2.09
SLS,2022-01-01,2022-10-01,2.240000000000009
SKV,2022-01-01,2022-10-01,1.8000000000000007
SKN,2022-01-01,2022-10-01,4.3199999999999985
SKH,2022-01-01,2022-10-01,-0.020000000000003126
SKG,2022-01-01,2022-10-01,0.9500000000000064
SJS,2022-01-01,2022-10-01,1.2999999999999972
SJM,2022-01-01,2022-10-01,-0.20000000000000107
SJG,2022-01-01,2022-10-01,-3.1600000000000037
SJF,2022-01-01,2022-10-01,-4.740000000000001
SJE,2022-01-01,2022-10-01,-0.05999999999999872
SJD,2022-01-01,2022-10-01,0.5099999999999998
SJC,2022-01-01,2022-10-01,-1.6
SJ1,2022-01-01,2022-10-01,0.7999999999999989
SIV,2022-01-01,2022-10-01,-0.14000000000000057
SIP,2022-01-01,2022-10-01,-9.600000000000001
SII,2022-01-01,2022-10-01,4.5500000000000025
SIG,2022-01-01,2022-10-01,1.0000000000000018
SID,2022-01-01,2022-10-01,-1.3000000000000007
SIC,2022-01-01,2022-10-01,2.500000000000007
SHX,2022-01-01,2022-10-01,0
SHS,2022-01-01,2022-10-01,-2.509999999999998
SHP,2022-01-01,2022-10-01,0.3200000000000003
SHN,2022-01-01,2022-10-01,-7.700000000000001
SHI,2022-01-01,2022-10-01,-0.5700000000000021
SHG,2022-01-01,2022-10-01,-0.30000000000000027
SHE,2022-01-01,2022-10-01,-2.7700000000000014
SHC,2022-01-01,2022-10-01,-2.2499999999999982
SHB,2022-01-01,2022-10-01,-5.119999999999999
SHA,2022-01-01,2022-10-01,-1.6799999999999997
SGT,2022-01-01,2022-10-01,2.3100000000000023
SGS,2022-01-01,2022-10-01,-0.8000000000000007
SGR,2022-01-01,2022-10-01,-4.359999999999999
SGP,2022-01-01,2022-10-01,-5.899999999999999
SGO,2022-01-01,2022-10-01,-0.7
SGN,2022-01-01,2022-10-01,8.240000000000002
SGI,2022-01-01,2022-10-01,-5.6200000000000045
SGH,2022-01-01,2022-10-01,-17.99
SGD,2022-01-01,2022-10-01,13.490000000000002
SGC,2022-01-01,2022-10-01,15.440000000000012
SGB,2022-01-01,2022-10-01,-2.539999999999999
SFN,2022-01-01,2022-10-01,5.619999999999997
SFI,2022-01-01,2022-10-01,-0.5599999999999952
SFG,2022-01-01,2022-10-01,2.040000000000001
SFC,2022-01-01,2022-10-01,-0.4400000000000013
SEP,2022-01-01,2022-10-01,2.41
SED,2022-01-01,2022-10-01,-1.990000000000002
SEB,2022-01-01,2022-10-01,25.61999999999999
SEA,2022-01-01,2022-10-01,-14.549999999999997
SDY,2022-01-01,2022-10-01,-0.39999999999999947
SDX,2022-01-01,2022-10-01,-0.20000000000000018
SDV,2022-01-01,2022-10-01,0.740000000000002
SDU,2022-01-01,2022-10-01,13.899999999999995
SDT,2022-01-01,2022-10-01,-0.8200000000000003
SDP,2022-01-01,2022-10-01,-3.8
SDN,2022-01-01,2022-10-01,1.860000000000003
SDK,2022-01-01,2022-10-01,4.720000000000002
SDJ,2022-01-01,2022-10-01,-3.1999999999999993
SDH,2022-01-01,2022-10-01,-0.6999999999999997
SDG,2022-01-01,2022-10-01,12.91
SDD,2022-01-01,2022-10-01,-4.200000000000001
SDC,2022-01-01,2022-10-01,-0.7599999999999989
SDB,2022-01-01,2022-10-01,-0.9000000000000001
SDA,2022-01-01,2022-10-01,-11.800000000000006
SD9,2022-01-01,2022-10-01,-1.1099999999999994
SD8,2022-01-01,2022-10-01,-0.20000000000000018
SD7,2022-01-01,2022-10-01,-2.000000000000001
SD6,2022-01-01,2022-10-01,-0.20000000000000018
SD5,2022-01-01,2022-10-01,-0.17000000000000082
SD4,2022-01-01,2022-10-01,1.3322676295501878e-15
SD3,2022-01-01,2022-10-01,-2.1999999999999993
SD2,2022-01-01,2022-10-01,-4.27
SD1,2022-01-01,2022-10-01,-1.7000000000000004
SCY,2022-01-01,2022-10-01,0
SCV,2022-01-01,2022-10-01,0
SCS,2022-01-01,2022-10-01,3.799999999999997
SCR,2022-01-01,2022-10-01,-5.41
SCO,2022-01-01,2022-10-01,-2.5
SCL,2022-01-01,2022-10-01,-1.75
SCJ,2022-01-01,2022-10-01,-7.6
SCI,2022-01-01,2022-10-01,-12.239999999999997
SCG,2022-01-01,2022-10-01,-9.299999999999997
SCD,2022-01-01,2022-10-01,-0.8999999999999986
SCC,2022-01-01,2022-10-01,-2.0999999999999996
SCA,2022-01-01,2022-10-01,0
SC5,2022-01-01,2022-10-01,-0.75
SBV,2022-01-01,2022-10-01,0.33999999999999986
SBT,2022-01-01,2022-10-01,-1.6300000000000008
SBS,2022-01-01,2022-10-01,1.9000000000000004
SBR,2022-01-01,2022-10-01,1.5
SBM,2022-01-01,2022-10-01,1.3999999999999986
SBL,2022-01-01,2022-10-01,-1.8200000000000003
SBH,2022-01-01,2022-10-01,-1.5200000000000031
SBG,2022-01-01,2022-10-01,
SBD,2022-01-01,2022-10-01,-2.5600000000000005
SBB,2022-01-01,2022-10-01,
SBA,2022-01-01,2022-10-01,0.8499999999999996
SB1,2022-01-01,2022-10-01,-2.0199999999999996
SAV,2022-01-01,2022-10-01,0.33000000000000007
SAS,2022-01-01,2022-10-01,-0.4200000000000017
SAP,2022-01-01,2022-10-01,0
SAM,2022-01-01,2022-10-01,1.3400000000000016
SAL,2022-01-01,2022-10-01,0
SAF,2022-01-01,2022-10-01,3.1399999999999935
SAC,2022-01-01,2022-10-01,-0.6200000000000019
SAB,2022-01-01,2022-10-01,14.670000000000002
S99,2022-01-01,2022-10-01,-2.54
S96,2022-01-01,2022-10-01,-0.7999999999999999
S74,2022-01-01,2022-10-01,-0.5999999999999996
S72,2022-01-01,2022-10-01,-2.000000000000001
S55,2022-01-01,2022-10-01,9.330000000000005
